,educ,docc03,wageotc,count,wbhaom,female,region,age,citistat
1066,Some college,Office and administrative support occupations,21.932917662367714,319795.7528076172,Hispanic,Female,West,55-65 yr,"Native, born in US"
1067,Some college,"Education, training, and library occupations",17.130203060489283,100950.89697265625,Hispanic,Male,West,<25 yr,"Native, born in US"
1068,High school,Management occupations,49.93989304200066,412770.3225097656,White,Male,West,55-65 yr,"Native, born in US"
1069,High school,Sales and related occupations,18.010123264886538,156545.46508789062,Hispanic,Female,West,55-65 yr,"Native, born in US"
1070,Some college,Office and administrative support occupations,18.770014759201835,557364.2946777344,White,Male,West,<25 yr,"Native, born in US"
1071,Advanced,"Education, training, and library occupations",36.99767549322793,1342593.321899414,White,Female,West,45-55 yr,"Native, born in US"
1072,College,Sales and related occupations,44.98687179707982,142700.41796875,Hispanic,Male,West,35-45 yr,"Native, born in US"
1073,Advanced,Management occupations,67.30000305175781,13309.7353515625,Black,Male,West,45-55 yr,"Foreign born, naturalized US citizen"
1074,Advanced,Sales and related occupations,31.691129529117397,32057.923828125,Asian,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
1075,Some college,"Education, training, and library occupations",99.63265949554194,17696.692260742188,White,Male,West,65+ yr,"Native, born in US"
1076,College,Production occupations,28.30511379907858,79038.35791015625,White,Female,West,25-35 yr,"Native, born in US"
1077,High school,"Installation, maintenance, and repair occupations",20.0,29480.3955078125,Multiple races,Male,West,25-35 yr,"Native, born in US"
1078,High school,Office and administrative support occupations,27.1815785890806,88022.9814453125,Multiple races,Female,West,25-35 yr,"Native, born in US"
1079,College,Computer and mathematical science occupations,58.765409676728,872368.2290039062,White,Male,West,25-35 yr,"Native, born in US"
1080,Advanced,"Education, training, and library occupations",39.6250301702521,30337.073120117188,Hispanic,Male,West,35-45 yr,"Native, born in US"
1081,Less than high school,Construction and extraction occupations,18.43114659189726,180760.74951171875,Hispanic,Male,West,25-35 yr,"Native, born in US"
1082,Some college,"Installation, maintenance, and repair occupations",27.0049991607666,23537.71875,Hispanic,Male,West,65+ yr,"Foreign born, naturalized US citizen"
1083,Some college,Computer and mathematical science occupations,31.0,14736.2177734375,Asian,Male,West,55-65 yr,"Native, born in US"
1084,Some college,Sales and related occupations,18.4109672837475,390272.6340332031,Hispanic,Female,West,25-35 yr,"Native, born in US"
1085,High school,Food preparation and serving related occupations,17.0,13651.2958984375,Hispanic,Male,West,55-65 yr,"Foreign born, not a US citizen"
1086,High school,"Installation, maintenance, and repair occupations",37.0,16202.6884765625,White,Male,West,45-55 yr,"Native, born abroad with American parent(s)"
1087,Some college,Healthcare practitioner and technical occupations,23.52056248786492,34211.658203125,Asian,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
1088,Advanced,Management occupations,37.5,16114.708984375,White,Male,West,55-65 yr,"Native, born abroad with American parent(s)"
1089,College,Community and social service occupations,37.11186837078134,129261.78442382812,White,Female,West,45-55 yr,"Native, born in US"
1090,High school,Computer and mathematical science occupations,18.0,15785.4716796875,Asian,Male,West,<25 yr,"Native, born in US"
1091,Some college,Management occupations,21.018155394771263,80297.1474609375,Asian,Male,West,25-35 yr,"Native, born in US"
1092,College,Sales and related occupations,19.230749130249023,17407.96484375,Asian,Male,West,25-35 yr,"Foreign born, not a US citizen"
1093,Some college,Healthcare practitioner and technical occupations,37.684738223200426,80974.0302734375,Asian,Male,West,25-35 yr,"Native, born in US"
1094,Some college,"Education, training, and library occupations",16.115007936498866,37601.9375,Hispanic,Female,West,25-35 yr,"Foreign born, not a US citizen"
1095,Advanced,Computer and mathematical science occupations,30.7246386904706,29057.68359375,Hispanic,Female,West,25-35 yr,"Native, born in US"
1096,College,Business and financial operations occupations,43.03453414293901,235625.13452148438,Hispanic,Female,West,25-35 yr,"Native, born in US"
1097,Some college,Transportation and material moving occupations,27.144457509432925,401985.1025390625,White,Male,West,35-45 yr,"Native, born in US"
1098,High school,Food preparation and serving related occupations,13.869946317040966,94346.08642578125,Hispanic,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
1099,Some college,Management occupations,21.10598526286039,16664.24560546875,White,Female,West,25-35 yr,"Native, born abroad with American parent(s)"
1100,College,Management occupations,31.40789651011251,70881.57446289062,Hispanic,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
1101,High school,Food preparation and serving related occupations,14.466598002653505,525798.3659667969,White,Male,West,<25 yr,"Native, born in US"
1102,College,Protective service occupations,38.893220586982956,230107.5968017578,White,Male,West,25-35 yr,"Native, born in US"
1103,College,"Arts, design, entertainment, sports, and media occupations",54.20073900592062,84126.9736328125,Hispanic,Male,West,25-35 yr,"Native, born in US"
1104,High school,Building and grounds cleaning and maintenance occupations,18.09749547790862,111354.59521484375,Hispanic,Female,West,25-35 yr,"Native, born in US"
1105,College,Healthcare practitioner and technical occupations,53.11725109011295,507856.84509277344,White,Female,West,45-55 yr,"Native, born in US"
1106,High school,Architecture and engineering occupations,16.087838257544323,32527.68359375,White,Male,West,<25 yr,"Native, born in US"
1107,Advanced,Architecture and engineering occupations,78.68735707037254,78618.68603515625,White,Female,West,35-45 yr,"Native, born in US"
1108,Less than high school,Legal occupations,13.460000038146973,14249.7099609375,White,Female,West,65+ yr,"Native, born in US"
1109,High school,Food preparation and serving related occupations,15.524244798414578,576019.6979980469,Hispanic,Male,West,<25 yr,"Native, born in US"
1110,Some college,Food preparation and serving related occupations,22.970700575540125,32528.47265625,Hispanic,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
1111,College,Office and administrative support occupations,12.0,14268.896484375,White,Male,West,65+ yr,"Native, born abroad with American parent(s)"
1112,Some college,Office and administrative support occupations,27.995984436038242,287613.56311035156,White,Male,West,45-55 yr,"Native, born in US"
1113,Some college,"Education, training, and library occupations",20.388246128064043,130535.30053710938,Hispanic,Female,West,35-45 yr,"Native, born in US"
1114,Some college,Office and administrative support occupations,17.04235944080195,370620.056640625,Hispanic,Male,West,<25 yr,"Native, born in US"
1115,College,"Education, training, and library occupations",33.482940023304124,313241.74267578125,Hispanic,Female,West,25-35 yr,"Native, born in US"
1116,Some college,Business and financial operations occupations,34.669007734128044,28127.8681640625,Asian,Female,West,35-45 yr,"Native, born in US"
1117,Some college,"Installation, maintenance, and repair occupations",24.114064049302925,57059.88623046875,Asian,Male,West,25-35 yr,"Native, born in US"
1118,College,"Education, training, and library occupations",22.70307794439348,39056.700927734375,Asian,Female,West,45-55 yr,"Native, born in US"
1119,College,Office and administrative support occupations,18.573206499194836,103754.0361328125,Hispanic,Male,West,<25 yr,"Native, born in US"
1120,College,Transportation and material moving occupations,18.988800253221058,41058.4931640625,Hispanic,Male,West,25-35 yr,"Native, born in US"
1121,College,Office and administrative support occupations,26.084266512235484,328049.19787597656,Hispanic,Female,West,25-35 yr,"Native, born in US"
1122,High school,Management occupations,17.5831195449341,204207.7100830078,Hispanic,Female,West,25-35 yr,"Native, born in US"
1123,College,Architecture and engineering occupations,76.27196778119438,101182.17529296875,Asian,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
1124,Less than high school,"Farming, fishing, and forestry occupations",14.13827724028191,299743.6962890625,Hispanic,Male,West,55-65 yr,"Foreign born, not a US citizen"
1125,Less than high school,Transportation and material moving occupations,16.682405664986536,165500.29248046875,Hispanic,Male,West,35-45 yr,"Native, born in US"
1126,College,Architecture and engineering occupations,62.5,16851.5078125,Multiple races,Male,West,55-65 yr,"Native, born abroad with American parent(s)"
1127,Some college,"Education, training, and library occupations",22.130868501394442,174438.30639648438,Hispanic,Female,West,25-35 yr,"Native, born in US"
1128,High school,Personal care and service occupations,19.803203854379532,28560.30859375,Hispanic,Female,West,35-45 yr,"Foreign born, not a US citizen"
1129,Some college,Healthcare practitioner and technical occupations,39.491465668517066,236284.28271484375,White,Male,West,35-45 yr,"Native, born in US"
1130,College,Sales and related occupations,22.365159455070074,31327.888671875,White,Female,West,25-35 yr,"Foreign born, naturalized US citizen"
1131,High school,Management occupations,26.350562210666638,207006.7158203125,Hispanic,Male,West,25-35 yr,"Native, born in US"
1132,Some college,Healthcare practitioner and technical occupations,48.14322177581987,49641.4111328125,Hispanic,Male,West,35-45 yr,"Native, born in US"
1133,High school,Sales and related occupations,34.01428025718021,538189.3798828125,White,Male,West,55-65 yr,"Native, born in US"
1134,High school,Personal care and service occupations,33.905397211645294,68730.51306152344,White,Female,West,55-65 yr,"Native, born in US"
1135,Some college,Community and social service occupations,17.307498931884766,13868.1689453125,White,Male,West,25-35 yr,"Native, born in US"
1136,Some college,Production occupations,76.50012266770591,33516.312255859375,Hispanic,Male,West,45-55 yr,"Native, born in US"
1137,High school,Construction and extraction occupations,33.02248935983341,285591.95703125,Hispanic,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
1138,Some college,Healthcare practitioner and technical occupations,36.07282481819917,85157.984375,Hispanic,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
1139,Advanced,Office and administrative support occupations,31.551059871455944,41927.82275390625,Asian,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
1140,Advanced,Business and financial operations occupations,37.77409660899651,50911.4365234375,Asian,Female,West,45-55 yr,"Foreign born, naturalized US citizen"
1141,Some college,"Life, physical, and social science occupations",15.0,17026.498046875,Asian,Male,West,<25 yr,"Native, born in US"
1142,Less than high school,Sales and related occupations,18.523158929122605,202522.3966064453,Hispanic,Female,West,<25 yr,"Native, born in US"
1143,Some college,Protective service occupations,14.134468630240173,110636.2919921875,Hispanic,Female,West,<25 yr,"Native, born in US"
1144,College,"Education, training, and library occupations",24.15186480648157,75267.00927734375,Asian,Female,West,25-35 yr,"Native, born in US"
1145,Advanced,Management occupations,60.63731982786526,68553.4912109375,Asian,Female,West,55-65 yr,"Foreign born, naturalized US citizen"
1146,Some college,Sales and related occupations,20.18430891097246,33527.02978515625,Asian,Female,West,25-35 yr,"Foreign born, not a US citizen"
1147,Less than high school,Food preparation and serving related occupations,31.524504481540973,93298.673828125,Hispanic,Female,West,55-65 yr,"Foreign born, not a US citizen"
1148,Less than high school,Sales and related occupations,20.65694371474352,32291.7958984375,Hispanic,Female,West,45-55 yr,"Foreign born, not a US citizen"
1149,Some college,Community and social service occupations,15.132995481633298,24254.142822265625,White,Female,West,<25 yr,"Native, born in US"
1150,High school,Sales and related occupations,22.452619899826256,386637.298828125,White,Female,West,45-55 yr,"Native, born in US"
1151,College,Community and social service occupations,38.367172918513965,146972.03662109375,Hispanic,Female,West,25-35 yr,"Native, born in US"
1152,Advanced,Transportation and material moving occupations,17.60031927020959,32460.5986328125,White,Female,West,25-35 yr,"Native, born in US"
1153,High school,"Education, training, and library occupations",13.454358289677394,82308.17407226562,White,Female,West,<25 yr,"Native, born in US"
1154,College,"Installation, maintenance, and repair occupations",14.422916412353516,16518.24609375,White,Male,West,<25 yr,"Foreign born, not a US citizen"
1155,High school,Construction and extraction occupations,19.37855025950576,439647.8972167969,Hispanic,Male,West,<25 yr,"Native, born in US"
1156,College,Community and social service occupations,15.278005065124756,30844.701538085938,White,Male,West,65+ yr,"Native, born in US"
1157,High school,Transportation and material moving occupations,27.923289893666144,463740.5461425781,Hispanic,Male,West,35-45 yr,"Native, born in US"
1158,High school,Office and administrative support occupations,33.051630524143064,310715.13513183594,White,Male,West,35-45 yr,"Native, born in US"
1159,High school,Office and administrative support occupations,18.931341792935097,168013.087890625,Hispanic,Female,West,55-65 yr,"Native, born in US"
1160,Less than high school,Construction and extraction occupations,23.608089691718735,1197261.220703125,Hispanic,Male,West,35-45 yr,"Foreign born, not a US citizen"
1161,College,Management occupations,38.719776501689736,96810.17138671875,Asian,Female,West,35-45 yr,"Foreign born, naturalized US citizen"
1162,Less than high school,Transportation and material moving occupations,25.209947434426574,408322.31884765625,Hispanic,Male,West,45-55 yr,"Foreign born, not a US citizen"
1163,College,Management occupations,20.483040524955516,30272.8466796875,White,Female,West,45-55 yr,"Foreign born, not a US citizen"
1164,Some college,Healthcare support occupations,17.17238841615325,25061.90625,Asian,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
1165,Some college,Business and financial operations occupations,25.898725314605574,165925.78930664062,White,Male,West,25-35 yr,"Native, born in US"
1166,Less than high school,Transportation and material moving occupations,16.0,13607.900390625,Asian,Female,West,35-45 yr,"Foreign born, not a US citizen"
1167,Some college,Food preparation and serving related occupations,15.109894576300116,40161.8681640625,Hispanic,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
1168,Some college,"Education, training, and library occupations",50.0,12987.521484375,White,Female,West,35-45 yr,"Native, born abroad with American parent(s)"
1169,Advanced,Food preparation and serving related occupations,9.261143552444253,16503.273193359375,White,Male,West,55-65 yr,"Native, born in US"
1170,Less than high school,Office and administrative support occupations,10.650974191418367,23915.8330078125,White,Female,West,65+ yr,"Native, born in US"
1171,Some college,"Farming, fishing, and forestry occupations",13.233347975531661,36802.341796875,Hispanic,Male,West,35-45 yr,"Foreign born, not a US citizen"
1172,Less than high school,"Farming, fishing, and forestry occupations",14.973367321675902,268641.6379394531,Hispanic,Male,West,45-55 yr,"Foreign born, not a US citizen"
1173,Less than high school,"Farming, fishing, and forestry occupations",14.801200749966394,107298.673828125,Hispanic,Female,West,45-55 yr,"Foreign born, not a US citizen"
1174,Less than high school,"Farming, fishing, and forestry occupations",13.678936070253892,77224.86962890625,Hispanic,Male,West,<25 yr,"Foreign born, not a US citizen"
1175,Some college,Production occupations,16.620681315433128,119960.31713867188,Hispanic,Female,West,25-35 yr,"Native, born in US"
1176,College,Building and grounds cleaning and maintenance occupations,13.333333015441895,15130.03125,Hispanic,Male,West,35-45 yr,"Native, born in US"
1177,Less than high school,Healthcare support occupations,19.105716628320902,55747.9345703125,Hispanic,Female,West,35-45 yr,"Native, born in US"
1178,High school,"Farming, fishing, and forestry occupations",15.253750188446693,28813.11865234375,Multiple races,Male,West,25-35 yr,"Native, born in US"
1179,High school,Transportation and material moving occupations,21.18596525352346,147960.3770751953,White,Female,West,55-65 yr,"Native, born in US"
1180,College,Construction and extraction occupations,23.916281789949025,112377.328125,White,Male,West,<25 yr,"Native, born in US"
1181,Some college,Management occupations,22.131920654627066,217113.8223876953,White,Female,West,<25 yr,"Native, born in US"
1182,Some college,Sales and related occupations,42.51710745190915,109327.81591796875,Hispanic,Female,West,45-55 yr,"Native, born in US"
1183,High school,Community and social service occupations,50.868751525878906,21777.375,Hispanic,Female,West,65+ yr,"Native, born in US"
1184,High school,Sales and related occupations,15.223822902774469,520423.6942138672,White,Female,West,<25 yr,"Native, born in US"
1185,High school,Construction and extraction occupations,29.35756187987143,570333.3822021484,White,Male,West,55-65 yr,"Native, born in US"
1186,Less than high school,Healthcare support occupations,15.109999656677246,15879.7373046875,White,Male,West,45-55 yr,"Native, born in US"
1187,High school,Protective service occupations,24.4914310733085,186632.8720703125,White,Male,West,25-35 yr,"Native, born in US"
1188,High school,"Farming, fishing, and forestry occupations",20.0,14119.8896484375,Hispanic,Male,West,55-65 yr,"Native, born in US"
1189,Advanced,Management occupations,71.26005059004146,94703.263671875,Asian,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
1190,Advanced,Architecture and engineering occupations,70.89400558780017,254619.90466308594,White,Male,West,35-45 yr,"Native, born in US"
1191,Advanced,"Education, training, and library occupations",46.41319853401866,493253.5888671875,White,Male,West,45-55 yr,"Native, born in US"
1192,Some college,"Education, training, and library occupations",14.314645686970216,302540.71142578125,White,Female,West,<25 yr,"Native, born in US"
1193,College,Healthcare practitioner and technical occupations,28.283078159655314,188459.7869873047,White,Male,West,25-35 yr,"Native, born in US"
1194,College,Sales and related occupations,23.634660541814085,87636.06787109375,Black,Male,West,25-35 yr,"Native, born in US"
1195,College,Production occupations,26.002099365340563,106443.46948242188,White,Male,West,45-55 yr,"Native, born in US"
1196,Less than high school,Transportation and material moving occupations,14.619552362656695,35182.7958984375,Hispanic,Female,West,<25 yr,"Native, born in US"
1197,High school,"Installation, maintenance, and repair occupations",28.56059842698964,95697.98583984375,Hispanic,Male,West,35-45 yr,"Foreign born, naturalized US citizen"
1198,High school,Management occupations,24.88588935836461,283404.3797607422,White,Female,West,35-45 yr,"Native, born in US"
1199,Advanced,Transportation and material moving occupations,46.40034531393856,55925.7041015625,White,Male,West,25-35 yr,"Native, born in US"
1200,High school,Building and grounds cleaning and maintenance occupations,15.21694888537122,89907.89318847656,White,Female,West,45-55 yr,"Native, born in US"
1201,Advanced,Community and social service occupations,38.523819246998876,123582.03234863281,White,Female,West,55-65 yr,"Native, born in US"
1202,College,"Education, training, and library occupations",56.174962667115125,179961.771484375,White,Male,West,<25 yr,"Native, born in US"
1203,Some college,Construction and extraction occupations,33.11625009203746,323087.40087890625,Hispanic,Male,West,25-35 yr,"Native, born in US"
1204,College,Office and administrative support occupations,23.65263450228859,29875.71484375,Asian,Male,West,45-55 yr,"Foreign born, not a US citizen"
1205,College,Personal care and service occupations,17.56844208383387,29345.09765625,Asian,Female,West,45-55 yr,"Foreign born, not a US citizen"
1206,College,Sales and related occupations,19.086778369343843,216300.86645507812,White,Female,West,<25 yr,"Native, born in US"
1207,College,"Arts, design, entertainment, sports, and media occupations",24.979472072126796,102021.15869140625,White,Female,West,<25 yr,"Native, born in US"
1208,College,Personal care and service occupations,23.273458441642667,45475.07019042969,White,Female,West,55-65 yr,"Native, born in US"
1209,College,Management occupations,58.00886052110888,65771.451171875,Hispanic,Female,West,55-65 yr,"Native, born in US"
1210,College,Sales and related occupations,60.30358352505708,191524.87231445312,White,Male,West,65+ yr,"Native, born in US"
1211,High school,Healthcare support occupations,20.333515705669278,90866.931640625,Hispanic,Male,West,25-35 yr,"Native, born in US"
1212,Some college,Business and financial operations occupations,30.449715934462922,155522.07556152344,White,Female,West,55-65 yr,"Native, born in US"
1213,Some college,Sales and related occupations,35.07790405063515,527752.3626708984,White,Male,West,45-55 yr,"Native, born in US"
1214,Advanced,Business and financial operations occupations,35.71424919425562,82130.03076171875,White,Female,West,<25 yr,"Native, born in US"
1215,College,Healthcare practitioner and technical occupations,60.94554195292608,88500.71228027344,White,Male,West,55-65 yr,"Native, born in US"
1216,Less than high school,Food preparation and serving related occupations,13.431116833098754,803710.4112548828,White,Female,West,<25 yr,"Native, born in US"
1217,High school,Production occupations,18.980580581774884,439055.1492919922,White,Male,West,<25 yr,"Native, born in US"
1218,Some college,"Life, physical, and social science occupations",49.84600067138672,17087.1015625,Multiple races,Male,West,55-65 yr,"Native, born in US"
1219,College,Management occupations,39.392536729855685,196673.32360839844,White,Female,West,65+ yr,"Native, born in US"
1220,Some college,Business and financial operations occupations,32.717341918166994,361395.91064453125,White,Female,West,25-35 yr,"Native, born in US"
1221,Some college,Personal care and service occupations,17.443050882915873,328957.7072753906,White,Female,West,25-35 yr,"Native, born in US"
1222,Some college,"Installation, maintenance, and repair occupations",29.16722450237008,731428.7878417969,White,Male,West,25-35 yr,"Native, born in US"
1223,High school,Computer and mathematical science occupations,34.33039334214671,47935.6650390625,White,Female,West,45-55 yr,"Native, born in US"
1224,College,"Installation, maintenance, and repair occupations",24.049190468480326,184583.28491210938,White,Male,West,25-35 yr,"Native, born in US"
1225,College,Transportation and material moving occupations,15.0,21963.908203125,Black,Female,West,25-35 yr,"Native, born in US"
1226,Some college,Production occupations,28.841452718859315,300183.8718261719,White,Male,West,35-45 yr,"Native, born in US"
1227,Some college,Food preparation and serving related occupations,15.426525547603914,121224.18664550781,White,Female,West,35-45 yr,"Native, born in US"
1228,College,Business and financial operations occupations,31.021222858781897,153167.62158203125,Hispanic,Female,West,<25 yr,"Native, born in US"
1229,Less than high school,"Arts, design, entertainment, sports, and media occupations",11.209520479827713,46005.61242675781,White,Female,West,<25 yr,"Native, born in US"
1230,Advanced,Healthcare practitioner and technical occupations,37.493664080385,43350.779296875,Black,Male,West,25-35 yr,"Native, born in US"
1231,College,Management occupations,93.4118812255305,34304.0341796875,Native American,Male,West,45-55 yr,"Native, born in US"
1232,High school,Healthcare support occupations,17.151858855197776,155220.7080078125,Hispanic,Female,West,35-45 yr,"Native, born in US"
1233,College,Computer and mathematical science occupations,58.10914023978374,388713.6171875,Asian,Male,West,25-35 yr,"Native, born in US"
1234,College,Office and administrative support occupations,33.28683796176938,141705.7373046875,Hispanic,Female,West,45-55 yr,"Native, born in US"
1235,Some college,Building and grounds cleaning and maintenance occupations,14.390773147732512,43203.18359375,Hispanic,Female,West,25-35 yr,"Native, born in US"
1236,High school,Healthcare support occupations,24.849660403642368,76399.8681640625,Black,Female,West,65+ yr,"Native, born in US"
1237,Less than high school,Food preparation and serving related occupations,21.964391286527317,56068.65966796875,Hispanic,Female,West,45-55 yr,"Native, born in US"
1238,Less than high school,"Installation, maintenance, and repair occupations",18.187054575358772,72798.6904296875,Hispanic,Male,West,55-65 yr,"Native, born in US"
1239,Less than high school,Building and grounds cleaning and maintenance occupations,15.834448496548198,423045.19763183594,Hispanic,Female,West,45-55 yr,"Foreign born, not a US citizen"
1240,Advanced,Business and financial operations occupations,45.14027630624318,200460.55236816406,White,Female,West,35-45 yr,"Native, born in US"
1241,Advanced,Office and administrative support occupations,67.08175197296922,47775.36364746094,White,Male,West,65+ yr,"Native, born in US"
1242,Advanced,"Education, training, and library occupations",38.8087774445091,323079.5876464844,White,Female,West,65+ yr,"Native, born in US"
1243,College,Food preparation and serving related occupations,23.81327534417127,74142.962890625,Asian,Male,West,25-35 yr,"Foreign born, not a US citizen"
1244,College,Transportation and material moving occupations,42.450049993030646,321431.04357910156,White,Male,West,45-55 yr,"Native, born in US"
1245,High school,Office and administrative support occupations,22.442238849866715,850972.060546875,White,Female,West,45-55 yr,"Native, born in US"
1246,Some college,Healthcare practitioner and technical occupations,26.682673762528356,301676.9802246094,Hispanic,Female,West,25-35 yr,"Native, born in US"
1247,High school,Sales and related occupations,18.646919686790266,286330.8664550781,White,Female,West,55-65 yr,"Native, born in US"
1248,College,"Education, training, and library occupations",35.49235205938273,173160.02990722656,White,Male,West,35-45 yr,"Native, born in US"
1249,Some college,"Farming, fishing, and forestry occupations",20.43976350853741,71066.6923828125,White,Male,West,<25 yr,"Native, born in US"
1250,High school,Transportation and material moving occupations,26.57249999140474,715010.6444091797,White,Male,West,55-65 yr,"Native, born in US"
1251,Some college,Food preparation and serving related occupations,30.893921565169673,110507.2939453125,Hispanic,Male,West,35-45 yr,"Native, born in US"
1252,High school,Production occupations,26.04259796345987,113200.365234375,Hispanic,Male,West,55-65 yr,"Foreign born, naturalized US citizen"
1253,Advanced,Food preparation and serving related occupations,17.866608958363912,23038.38916015625,White,Female,West,35-45 yr,"Native, born in US"
1254,College,Computer and mathematical science occupations,29.814487116772288,24801.12109375,Hispanic,Male,West,65+ yr,"Native, born in US"
1255,College,Computer and mathematical science occupations,58.74768672312267,85832.18359375,Hispanic,Male,West,35-45 yr,"Native, born in US"
1256,High school,Transportation and material moving occupations,20.35094729292495,173271.6885986328,Hispanic,Male,West,25-35 yr,"Foreign born, not a US citizen"
1257,Advanced,"Life, physical, and social science occupations",50.23846382807311,212475.76232910156,White,Male,West,25-35 yr,"Native, born in US"
1258,Advanced,"Life, physical, and social science occupations",29.139052648775493,40320.4150390625,Hispanic,Male,West,25-35 yr,"Native, born in US"
1259,Advanced,Management occupations,59.80603472134429,187938.3447265625,Black,Female,Northeast,35-45 yr,"Native, born in US"
1260,Advanced,Healthcare practitioner and technical occupations,47.02093433505195,40096.6875,White,Female,Northeast,25-35 yr,"Foreign born, naturalized US citizen"
1261,Advanced,Sales and related occupations,71.07249628284339,168829.44091796875,White,Male,Northeast,45-55 yr,"Native, born in US"
1262,College,"Arts, design, entertainment, sports, and media occupations",21.893155892063536,34283.80517578125,White,Male,Northeast,<25 yr,"Native, born in US"
1263,Less than high school,Building and grounds cleaning and maintenance occupations,18.899999618530273,16118.3583984375,Hispanic,Female,Northeast,45-55 yr,"Native, born in Puerto Rico or other US island areas"
1264,Less than high school,Healthcare support occupations,16.799999237060547,13525.640625,Hispanic,Male,Northeast,45-55 yr,"Native, born in Puerto Rico or other US island areas"
1265,High school,Healthcare support occupations,12.0,14814.455078125,Hispanic,Female,Northeast,65+ yr,"Foreign born, not a US citizen"
1266,College,Food preparation and serving related occupations,48.07500076293945,12906.0322265625,Black,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1267,Advanced,Business and financial operations occupations,79.0327557268206,43847.73046875,Black,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1268,Advanced,Building and grounds cleaning and maintenance occupations,20.0,16308.6474609375,Black,Male,Northeast,25-35 yr,"Foreign born, not a US citizen"
1269,Some college,Computer and mathematical science occupations,33.69463075686614,212926.5595703125,White,Male,Northeast,55-65 yr,"Native, born in US"
1270,College,Office and administrative support occupations,27.84670079658416,813825.4432373047,White,Female,Northeast,55-65 yr,"Native, born in US"
1271,Advanced,"Education, training, and library occupations",33.83528032453866,1214585.1684570312,White,Female,Northeast,25-35 yr,"Native, born in US"
1272,College,Business and financial operations occupations,44.10936750765578,1321219.6717529297,White,Male,Northeast,25-35 yr,"Native, born in US"
1273,Some college,Transportation and material moving occupations,18.646094668654627,179115.51953125,White,Female,Northeast,25-35 yr,"Native, born in US"
1274,Some college,Production occupations,25.76143772470132,469659.0321044922,White,Male,Northeast,25-35 yr,"Native, born in US"
1275,Advanced,Management occupations,38.45000076293945,13119.1171875,Asian,Female,Northeast,55-65 yr,"Foreign born, not a US citizen"
1276,College,Sales and related occupations,45.18136277469631,83590.751953125,Black,Female,Northeast,35-45 yr,"Native, born in US"
1277,College,Computer and mathematical science occupations,75.36061771531311,290900.5510253906,White,Male,Northeast,55-65 yr,"Native, born in US"
1278,College,Healthcare support occupations,21.450242842055975,39087.322998046875,Asian,Female,Northeast,45-55 yr,"Foreign born, naturalized US citizen"
1279,Advanced,Business and financial operations occupations,43.03927077137859,513110.49755859375,White,Male,Northeast,25-35 yr,"Native, born in US"
1280,Advanced,Business and financial operations occupations,38.182992354524615,24696.7236328125,Asian,Female,Northeast,<25 yr,"Native, born in US"
1281,College,Office and administrative support occupations,35.9718317274168,250785.60815429688,White,Male,Northeast,55-65 yr,"Native, born in US"
1282,College,"Life, physical, and social science occupations",30.0,17493.876953125,Hispanic,Male,Northeast,25-35 yr,"Native, born in US"
1283,Less than high school,Transportation and material moving occupations,25.983191446619887,31082.923828125,Asian,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1284,Less than high school,Management occupations,23.059999465942383,11116.2529296875,Asian,Female,Northeast,35-45 yr,"Foreign born, not a US citizen"
1285,Some college,Production occupations,18.0,21100.6611328125,Asian,Male,Northeast,<25 yr,"Native, born in US"
1286,Advanced,Community and social service occupations,40.0,11379.53515625,Asian,Male,Northeast,65+ yr,"Foreign born, naturalized US citizen"
1287,Advanced,Business and financial operations occupations,50.678499915971926,175005.5029296875,White,Female,Northeast,45-55 yr,"Native, born in US"
1288,High school,Transportation and material moving occupations,32.926927559684174,106214.5087890625,Hispanic,Male,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1289,Some college,Food preparation and serving related occupations,21.351208211678337,56773.826171875,Hispanic,Female,Northeast,35-45 yr,"Foreign born, naturalized US citizen"
1290,College,Computer and mathematical science occupations,42.352145166882266,174405.08837890625,Asian,Male,Northeast,25-35 yr,"Foreign born, not a US citizen"
1291,Advanced,Community and social service occupations,28.845998764038086,24702.134765625,Hispanic,Male,Northeast,65+ yr,"Foreign born, naturalized US citizen"
1292,High school,Office and administrative support occupations,21.89625821844355,1412842.2819824219,White,Female,Northeast,55-65 yr,"Native, born in US"
1293,High school,Construction and extraction occupations,29.010572765421298,877703.4953613281,White,Male,Northeast,25-35 yr,"Native, born in US"
1294,Advanced,Management occupations,66.68272664239849,490233.201171875,White,Male,Northeast,25-35 yr,"Native, born in US"
1295,Advanced,Management occupations,45.30697645478538,573462.0576171875,White,Female,Northeast,25-35 yr,"Native, born in US"
